Fecha,Precio,Producto,Grupo,Anio,Mes,diesel,gas_regular,gas_especial,precipitacion_mm,lluvia_max_mm,ipc_transporte,area_ha,produccion_t,rendimiento_kg_ha,mes,trimestre,semana_anio,mes_sin,mes_cos,semana_sin,semana_cos,precio_lag1,precio_lag2,precio_lag4,precio_lag8,media_movil_4,desv_movil_4,media_movil_8,desv_movil_8,media_movil_12,desv_movil_12,es_cosecha
2021-08-29,38.91904761904762,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,8,3.192380952380952,3.779523809523809,3.962857142857143,56.402,117.8,112.71,2836.0,19145.98,6751.2,8,3,34,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,38.664746364746364,38.58196248196248,38.67099567099567,38.78658008658008,38.636045898545895,0.04107612196972409,38.699076340326336,0.07420537996788237,38.75175791800792,0.10668181367069629,0
2021-09-05,38.86026262626263,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,9,3.186666666666666,3.776666666666666,3.956666666666667,58.578,122.0,112.13,2836.0,19145.98,6751.2,9,3,35,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,38.91904761904762,38.664746364746364,38.62647907647907,38.770995670995674,38.698058885558886,0.15115972608222755,38.71563478188478,0.10493676386439804,38.74995416620416,0.10332718353935133,0
2021-09-12,39.21659451659452,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,9,3.1809523809523808,3.759523809523809,3.905238095238095,137.219,197.8,112.13,2836.0,19145.98,6751.2,9,3,36,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,38.86026262626263,38.91904761904762,38.58196248196248,38.76069264069264,38.75650477300477,0.1592382761365215,38.72679315129315,0.11584372634578238,38.74666917341917,0.09865525459200425,0
2021-09-19,38.978896103896105,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,9,3.1799999999999997,3.7566666666666664,3.896666666666666,34.107,84.6,112.13,2836.0,19145.98,6751.2,9,3,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,39.21659451659452,38.86026262626263,38.664746364746364,38.73015873015873,38.91516278166278,0.2284721658537158,38.783780885780885,0.2093233211868768,38.77850238650239,0.16733198325305748,0
2021-09-26,39.032611832611835,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,9,3.237142857142857,3.7652380952380957,3.890952380952381,81.89,758.0,112.13,2836.0,19145.98,6751.2,9,3,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,38.978896103896105,39.21659451659452,38.91904761904762,38.67099567099567,38.99370021645022,0.15628993522652412,38.81487305749806,0.21849308494412378,38.797284299034295,0.1766609428869123,0
2021-10-03,39.002886002886,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,10,3.2466666666666666,3.766666666666667,3.89,28.262,66.8,112.85,2836.0,19145.98,6751.2,10,4,39,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,39.032611832611835,38.978896103896105,38.86026262626263,38.62647907647907,39.02209126984127,0.14832006773873646,38.86007507770008,0.22185525782666587,38.81778694453695,0.1891416358140963,0
2021-10-10,38.916450216450215,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,10,3.318095238095238,3.7495238095238093,3.878571428571429,61.594,107.0,112.85,2836.0,19145.98,6751.2,10,4,40,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,39.002886002886,39.032611832611835,39.21659451659452,38.58196248196248,39.05774711399712,0.10815344498832015,38.907125943500944,0.20447000644959884,38.83711113886114,0.19566002208596797,0
2021-10-17,38.87705627705627,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,10,3.3300000000000005,3.7466666666666666,3.8766666666666674,41.412000000000006,129.4,112.85,2836.0,19145.98,6751.2,10,4,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,38.916450216450215,39.002886002886,38.978896103896105,38.664746364746364,38.98271103896104,0.04933615545651783,38.94893691031191,0.1572197254724896,38.850090936840935,0.19529569356437584,0
2021-10-24,38.933015873015876,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,10,3.481428571428571,3.8352380952380956,3.970952380952381,58.775,101.6,112.85,2836.0,19145.98,6751.2,10,4,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,38.87705627705627,38.916450216450215,39.032611832611835,38.91904761904762,38.95725108225108,0.07270420920094216,38.97547564935065,0.1145141391356033,38.8623323990824,0.19166486892306478,0
2021-10-31,38.81333333333333,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,10,3.5066666666666664,3.85,3.986666666666667,13.722999999999999,56.2,112.85,2836.0,19145.98,6751.2,10,4,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,38.933015873015876,38.87705627705627,39.002886002886,38.86026262626263,38.93235209235209,0.05255463819170654,38.97722168109669,0.11363395960050988,38.88416741591742,0.18259613563131813,0
2021-11-07,38.87286324786325,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,11,3.635238095238095,3.9871428571428575,4.126666666666666,6.887,51.0,114.65,2836.0,19145.98,6751.2,11,4,44,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,38.81333333333333,38.933015873015876,38.916450216450215,39.21659451659452,38.88496392496392,0.053209801152021154,38.97135551948052,0.12147510775551747,38.8997386039886,0.16582013267942905,1
2021-11-14,38.774025974025975,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,11,3.6566666666666667,4.010000000000001,4.1499999999999995,0.47300000000000003,14.0,114.65,2836.0,19145.98,6751.2,11,4,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,38.87286324786325,38.81333333333333,38.87705627705627,38.978896103896105,38.87406718281718,0.04890103166259778,38.92838911088911,0.07375933486142146,38.92398033448033,0.13319437726671723,1
2021-11-21,38.8270202020202,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,11,3.6366666666666667,3.9899999999999998,4.138571428571429,5.734,28.8,114.65,2836.0,19145.98,6751.2,11,4,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,38.774025974025975,38.87286324786325,38.933015873015876,39.032611832611835,38.84830960705961,0.0695687444891983,38.90278034465534,0.08792336498328199,38.93308696858697,0.11655550890938067,1
2021-11-28,38.781818181818174,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,11,3.6333333333333333,3.986666666666667,4.136666666666667,0.29,5.2,114.65,2836.0,19145.98,6751.2,11,4,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,38.8270202020202,38.774025974025975,38.81333333333333,39.002886002886,38.821810689310695,0.04077886436475077,38.877081390831385,0.0734005847542051,38.92541801716802,0.12052323618758688,1
2021-12-05,38.84848484848485,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,12,3.5533333333333332,3.8952380952380956,4.05095238095238,0.014,0.6,113.44,2836.0,19145.98,6751.2,12,4,48,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,38.781818181818174,38.8270202020202,38.87286324786325,38.916450216450215,38.8139319014319,0.04570915748532012,38.84944791319791,0.05958538505388001,38.918880980130986,0.12636428169894773,1
2021-12-12,38.75999999999999,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,12,3.5399999999999996,3.8800000000000003,4.036666666666666,0.7849999999999999,14.4,113.44,2836.0,19145.98,6751.2,12,4,49,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,38.84848484848485,38.781818181818174,38.774025974025975,38.87705627705627,38.8078373015873,0.03577898453386266,38.84095224220224,0.05316703359806814,38.88820517445517,0.08564060925698895,1
2021-12-19,38.709090909090904,ARROZ ORO PRIMERA CLASE IMPORTADO,ARROZ,2021,12,3.382857142857143,3.7257142857142855,3.865238095238095,3.7199999999999998,34.4,113.44,2836.0,19145.98,6751.2,12,4,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,38.75999999999999,38.84848484848485,38.8270202020202,38.933015873015876,38.804330808080806,0.040564462146379904,38.826320207570205,0.05772363580813281,38.86996383246383,0.08785122593208375,1
